date,snapshot_year_int,rank_int,symbol,company_name,market_cap,market_cap_text,source_url
1989-12-31,1989,1,XOM,Exxon Mobil,62590000000.0,62.59B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1989-12-31,1989,2,IBM,IBM,52030000000.0,52.03B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1989-12-31,1989,3,GE,General Electric,35780000000.0,35.78B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1989-12-31,1989,4,BMY,Bristol-Myers Squibb,28000000000.0,28.00B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1989-12-31,1989,5,MRK,Merck,27580000000.0,27.58B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1989-12-31,1989,6,KO,Coca-Cola,26370000000.0,26.37B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1989-12-31,1989,7,WMT,Walmart,25390000000.0,25.39B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1989-12-31,1989,8,PG,Procter & Gamble,22990000000.0,22.99B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1989-12-31,1989,9,VZ,Verizon Communications,21990000000.0,21.99B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1989-12-31,1989,10,JNJ,Johnson & Johnson,19770000000.0,19.77B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1989-12-31,1989,11,LLY,Eli Lilly,19060000000.0,19.06B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
1989-12-31,1989,12,PEP,PepsiCo,16860000000.0,16.86B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1989-12-31,1989,13,DIS,Walt Disney,15170000000.0,15.17B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1989-12-31,1989,14,T,AT&T,14370000000.0,14.37B,https://www.finhacker.cz/en/stocks/att-market-cap/
1989-12-31,1989,15,MMM,3M,14360000000.0,14.36B,https://www.finhacker.cz/en/stocks/3m-market-cap/
1989-12-31,1989,16,AIG,AIG,14010000000.0,14.01B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1989-12-31,1989,17,BA,Boeing,13680000000.0,13.68B,https://www.finhacker.cz/en/stocks/boeing-market-cap/
1989-12-31,1989,18,MCD,McDonald’s,12770000000.0,12.77B,https://www.finhacker.cz/en/stocks/mcdonalds-market-cap/
1989-12-31,1989,19,PFE,Pfizer,10900000000.0,10.90B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1989-12-31,1989,20,SLB,Schlumberger,10370000000.0,10.37B,https://www.finhacker.cz/en/stocks/schlumberger-market-cap/
1990-12-31,1990,1,XOM,Exxon Mobil,64430000000.00001,64.43B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1990-12-31,1990,2,IBM,IBM,61680000000.0,61.68B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1990-12-31,1990,3,WMT,Walmart,34229999999.999996,34.23B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1990-12-31,1990,4,BMY,Bristol-Myers Squibb,33400000000.0,33.40B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1990-12-31,1990,5,MRK,Merck,31310000000.0,31.31B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1990-12-31,1990,6,KO,Coca-Cola,31070000000.0,31.07B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1990-12-31,1990,7,GE,General Electric,30000000000.0,30.00B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1990-12-31,1990,8,PG,Procter & Gamble,29790000000.0,29.79B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1990-12-31,1990,9,JNJ,Johnson & Johnson,23900000000.0,23.90B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1990-12-31,1990,10,VZ,Verizon Communications,21080000000.0,21.08B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1990-12-31,1990,11,PEP,PepsiCo,20500000000.0,20.50B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1990-12-31,1990,12,LLY,Eli Lilly,19580000000.0,19.58B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
1990-12-31,1990,13,BA,Boeing,15590000000.0,15.59B,https://www.finhacker.cz/en/stocks/boeing-market-cap/
1990-12-31,1990,14,MMM,3M,15170000000.0,15.17B,https://www.finhacker.cz/en/stocks/3m-market-cap/
1990-12-31,1990,15,DIS,Walt Disney,13510000000.0,13.51B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1990-12-31,1990,16,AIG,AIG,13490000000.0,13.49B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1990-12-31,1990,17,PFE,Pfizer,12670000000.0,12.67B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1990-12-31,1990,18,T,AT&T,12580000000.0,12.58B,https://www.finhacker.cz/en/stocks/att-market-cap/
1990-12-31,1990,19,SLB,Schlumberger,12240000000.0,12.24B,https://www.finhacker.cz/en/stocks/schlumberger-market-cap/
1990-12-31,1990,20,MO,Altria Group,11270000000.0,11.27B,https://www.finhacker.cz/en/stocks/altria-group-market-cap/
1991-12-31,1991,1,XOM,Exxon Mobil,75610000000.0,75.61B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1991-12-31,1991,2,WMT,Walmart,67610000000.0,67.61B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1991-12-31,1991,3,MRK,Merck,57940000000.0,57.94B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1991-12-31,1991,4,KO,Coca-Cola,53330000000.0,53.33B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1991-12-31,1991,5,IBM,IBM,48540000000.0,48.54B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1991-12-31,1991,6,BMY,Bristol-Myers Squibb,43640000000.0,43.64B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1991-12-31,1991,7,GE,General Electric,39570000000.0,39.57B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1991-12-31,1991,8,JNJ,Johnson & Johnson,38140000000.0,38.14B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1991-12-31,1991,9,PG,Procter & Gamble,31520000000.0,31.52B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1991-12-31,1991,10,PEP,PepsiCo,26730000000.0,26.73B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1991-12-31,1991,11,PFE,Pfizer,26270000000.0,26.27B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1991-12-31,1991,12,LLY,Eli Lilly,24420000000.0,24.42B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
1991-12-31,1991,13,VZ,Verizon Communications,19110000000.0,19.11B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1991-12-31,1991,14,FNMA,Fannie Mae,18760000000.0,18.76B,https://www.finhacker.cz/en/stocks/fannie-mae-market-cap/
1991-12-31,1991,15,MO,Altria Group,17350000000.0,17.35B,https://www.finhacker.cz/en/stocks/altria-group-market-cap/
1991-12-31,1991,16,AIG,AIG,17280000000.0,17.28B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1991-12-31,1991,17,MMM,3M,16800000000.0,16.80B,https://www.finhacker.cz/en/stocks/3m-market-cap/
1991-12-31,1991,18,BA,Boeing,16300000000.0,16.30B,https://www.finhacker.cz/en/stocks/boeing-market-cap/
1991-12-31,1991,19,DIS,Walt Disney,14970000000.0,14.97B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1991-12-31,1991,20,K-202512,Kellogg Company,14750000000.0,14.75B,https://www.finhacker.cz/en/stocks/kellanova-market-cap/
1992-12-31,1992,1,XOM,Exxon Mobil,75920000000.0,75.92B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1992-12-31,1992,2,WMT,Walmart,73550000000.0,73.55B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1992-12-31,1992,3,KO,Coca-Cola,54720000000.0,54.72B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1992-12-31,1992,4,MRK,Merck,44660000000.0,44.66B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1992-12-31,1992,5,GE,General Electric,43780000000.0,43.78B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1992-12-31,1992,6,PG,Procter & Gamble,36210000000.0,36.21B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1992-12-31,1992,7,BMY,Bristol-Myers Squibb,33280000000.0,33.28B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1992-12-31,1992,8,PEP,PepsiCo,33159999999.999996,33.16B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1992-12-31,1992,9,JNJ,Johnson & Johnson,33100000000.0,33.10B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1992-12-31,1992,10,IBM,IBM,27500000000.0,27.50B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1992-12-31,1992,11,DIS,Walt Disney,23030000000.0,23.03B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1992-12-31,1992,12,PFE,Pfizer,22360000000.0,22.36B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1992-12-31,1992,13,HD,Home Depot,22320000000.0,22.32B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
1992-12-31,1992,14,VZ,Verizon Communications,22240000000.0,22.24B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1992-12-31,1992,15,FNMA,Fannie Mae,20790000000.0,20.79B,https://www.finhacker.cz/en/stocks/fannie-mae-market-cap/
1992-12-31,1992,16,AIG,AIG,20310000000.0,20.31B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1992-12-31,1992,17,INTC,Intel,18210000000.0,18.21B,https://www.finhacker.cz/en/stocks/intel-market-cap/
1992-12-31,1992,18,LLY,Eli Lilly,17780000000.0,17.78B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
1992-12-31,1992,19,MMM,3M,17740000000.0,17.74B,https://www.finhacker.cz/en/stocks/3m-market-cap/
1992-12-31,1992,20,MCD,McDonald’s,17720000000.0,17.72B,https://www.finhacker.cz/en/stocks/mcdonalds-market-cap/
1993-12-31,1993,1,XOM,Exxon Mobil,78400000000.0,78.40B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1993-12-31,1993,2,KO,Coca-Cola,57900000000.0,57.90B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1993-12-31,1993,3,WMT,Walmart,57460000000.0,57.46B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1993-12-31,1993,4,GE,General Electric,53710000000.0,53.71B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1993-12-31,1993,5,MRK,Merck,38780000000.0,38.78B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1993-12-31,1993,6,PG,Procter & Gamble,38610000000.0,38.61B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1993-12-31,1993,7,PEP,PepsiCo,32659999999.999996,32.66B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1993-12-31,1993,8,IBM,IBM,31380000000.0,31.38B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1993-12-31,1993,9,JNJ,Johnson & Johnson,28860000000.0,28.86B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1993-12-31,1993,10,BMY,Bristol-Myers Squibb,28390000000.0,28.39B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1993-12-31,1993,11,CVX,Chevron,28380000000.0,28.38B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
1993-12-31,1993,12,INTC,Intel,25920000000.0,25.92B,https://www.finhacker.cz/en/stocks/intel-market-cap/
1993-12-31,1993,13,VZ,Verizon Communications,25850000000.0,25.85B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1993-12-31,1993,14,AIG,AIG,23070000000.0,23.07B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1993-12-31,1993,15,DIS,Walt Disney,22920000000.0,22.92B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1993-12-31,1993,16,FNMA,Fannie Mae,21310000000.0,21.31B,https://www.finhacker.cz/en/stocks/fannie-mae-market-cap/
1993-12-31,1993,17,PFE,Pfizer,21000000000.0,21.00B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1993-12-31,1993,18,MCD,McDonald’s,20160000000.0,20.16B,https://www.finhacker.cz/en/stocks/mcdonalds-market-cap/
1993-12-31,1993,19,MMM,3M,18800000000.0,18.80B,https://www.finhacker.cz/en/stocks/3m-market-cap/
1993-12-31,1993,20,T,AT&T,18660000000.0,18.66B,https://www.finhacker.cz/en/stocks/att-market-cap/
1994-12-31,1994,1,XOM,Exxon Mobil,75420000000.0,75.42B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1994-12-31,1994,2,KO,Coca-Cola,66319999999.99999,66.32B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1994-12-31,1994,3,GE,General Electric,52230000000.0,52.23B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1994-12-31,1994,4,WMT,Walmart,48840000000.0,48.84B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1994-12-31,1994,5,MRK,Merck,43250000000.0,43.25B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1994-12-31,1994,6,PG,Procter & Gamble,42140000000.0,42.14B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1994-12-31,1994,7,IBM,IBM,41230000000.0,41.23B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1994-12-31,1994,8,MSFT,Microsoft,35480000000.0,35.48B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
1994-12-31,1994,9,JNJ,Johnson & Johnson,35200000000.0,35.20B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1994-12-31,1994,10,CVX,Chevron,29070000000.0,29.07B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
1994-12-31,1994,11,PEP,PepsiCo,28730000000.0,28.73B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1994-12-31,1994,12,BMY,Bristol-Myers Squibb,28130000000.0,28.13B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1994-12-31,1994,13,INTC,Intel,26470000000.0,26.47B,https://www.finhacker.cz/en/stocks/intel-market-cap/
1994-12-31,1994,14,AIG,AIG,25640000000.0,25.64B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1994-12-31,1994,15,DIS,Walt Disney,24140000000.0,24.14B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1994-12-31,1994,16,PFE,Pfizer,23070000000.0,23.07B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1994-12-31,1994,17,VZ,Verizon Communications,21700000000.0,21.70B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1994-12-31,1994,18,HD,Home Depot,20780000000.0,20.78B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
1994-12-31,1994,19,MCD,McDonald’s,20430000000.0,20.43B,https://www.finhacker.cz/en/stocks/mcdonalds-market-cap/
1994-12-31,1994,20,FNMA,Fannie Mae,19840000000.0,19.84B,https://www.finhacker.cz/en/stocks/fannie-mae-market-cap/
1995-12-31,1995,1,XOM,Exxon Mobil,100740000000.0,100.74B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1995-12-31,1995,2,KO,Coca-Cola,93200000000.0,93.20B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1995-12-31,1995,3,GE,General Electric,73570000000.0,73.57B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1995-12-31,1995,4,MRK,Merck,72730000000.0,72.73B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1995-12-31,1995,5,PG,Procter & Gamble,56510000000.0,56.51B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1995-12-31,1995,6,JNJ,Johnson & Johnson,55380000000.0,55.38B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1995-12-31,1995,7,MSFT,Microsoft,51980000000.0,51.98B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
1995-12-31,1995,8,WMT,Walmart,51060000000.0,51.06B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1995-12-31,1995,9,IBM,IBM,48720000000.0,48.72B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1995-12-31,1995,10,INTC,Intel,47050000000.0,47.05B,https://www.finhacker.cz/en/stocks/intel-market-cap/
1995-12-31,1995,11,PEP,PepsiCo,43950000000.0,43.95B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1995-12-31,1995,12,BMY,Bristol-Myers Squibb,41240000000.0,41.24B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1995-12-31,1995,13,PFE,Pfizer,37980000000.0,37.98B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1995-12-31,1995,14,AIG,AIG,36350000000.0,36.35B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1995-12-31,1995,15,CVX,Chevron,34150000000.0,34.15B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
1995-12-31,1995,16,FNMA,Fannie Mae,33650000000.0,33.65B,https://www.finhacker.cz/en/stocks/fannie-mae-market-cap/
1995-12-31,1995,17,MCD,McDonald’s,31430000000.0,31.43B,https://www.finhacker.cz/en/stocks/mcdonalds-market-cap/
1995-12-31,1995,18,LLY,Eli Lilly,31020000000.0,31.02B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
1995-12-31,1995,19,DIS,Walt Disney,30910000000.0,30.91B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1995-12-31,1995,20,VZ,Verizon Communications,29250000000.0,29.25B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1996-12-31,1996,1,KO,Coca-Cola,130560000000.0,130.56B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1996-12-31,1996,2,XOM,Exxon Mobil,121720000000.0,121.72B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1996-12-31,1996,3,INTC,Intel,107550000000.0,107.55B,https://www.finhacker.cz/en/stocks/intel-market-cap/
1996-12-31,1996,4,MSFT,Microsoft,99410000000.0,99.41B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
1996-12-31,1996,5,GE,General Electric,97400000000.0,97.40B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1996-12-31,1996,6,MRK,Merck,86420000000.0,86.42B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1996-12-31,1996,7,IBM,IBM,73510000000.0,73.51B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1996-12-31,1996,8,PG,Procter & Gamble,72530000000.0,72.53B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1996-12-31,1996,9,JNJ,Johnson & Johnson,66290000000.00001,66.29B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1996-12-31,1996,10,WMT,Walmart,52170000000.0,52.17B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1996-12-31,1996,11,BMY,Bristol-Myers Squibb,51900000000.0,51.90B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1996-12-31,1996,12,PFE,Pfizer,50730000000.0,50.73B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1996-12-31,1996,13,DIS,Walt Disney,47080000000.0,47.08B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1996-12-31,1996,14,PEP,PepsiCo,45630000000.0,45.63B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1996-12-31,1996,15,CVX,Chevron,42450000000.0,42.45B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
1996-12-31,1996,16,AIG,AIG,42150000000.0,42.15B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1996-12-31,1996,17,CSCO,Cisco Systems,41720000000.0,41.72B,https://www.finhacker.cz/en/stocks/cisco-systems-market-cap/
1996-12-31,1996,18,LLY,Eli Lilly,40370000000.0,40.37B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
1996-12-31,1996,19,FNMA,Fannie Mae,39760000000.0,39.76B,https://www.finhacker.cz/en/stocks/fannie-mae-market-cap/
1996-12-31,1996,20,JPM,JPMorgan Chase,38490000000.0,38.49B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
1997-12-31,1997,1,KO,Coca-Cola,164750000000.0,164.75B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1997-12-31,1997,2,MSFT,Microsoft,157360000000.0,157.36B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
1997-12-31,1997,3,XOM,Exxon Mobil,150340000000.0,150.34B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1997-12-31,1997,4,GE,General Electric,143390000000.0,143.39B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1997-12-31,1997,5,INTC,Intel,114370000000.0,114.37B,https://www.finhacker.cz/en/stocks/intel-market-cap/
1997-12-31,1997,6,MRK,Merck,113800000000.0,113.80B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1997-12-31,1997,7,PG,Procter & Gamble,106230000000.0,106.23B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
1997-12-31,1997,8,IBM,IBM,95740000000.0,95.74B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1997-12-31,1997,9,PFE,Pfizer,91440000000.0,91.44B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1997-12-31,1997,10,BMY,Bristol-Myers Squibb,89430000000.0,89.43B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
1997-12-31,1997,11,WMT,Walmart,88600000000.0,88.60B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1997-12-31,1997,12,JNJ,Johnson & Johnson,88600000000.0,88.60B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
1997-12-31,1997,13,LLY,Eli Lilly,77350000000.0,77.35B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
1997-12-31,1997,14,VZ,Verizon Communications,70660000000.0,70.66B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
1997-12-31,1997,15,DIS,Walt Disney,67019999999.99999,67.02B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
1997-12-31,1997,16,AIG,AIG,63100000000.0,63.10B,https://www.finhacker.cz/en/stocks/american-international-group-market-cap/
1997-12-31,1997,17,C,Citigroup,61690000000.0,61.69B,https://www.finhacker.cz/en/stocks/citigroup-market-cap/
1997-12-31,1997,18,FNMA,Fannie Mae,58940000000.0,58.94B,https://www.finhacker.cz/en/stocks/fannie-mae-market-cap/
1997-12-31,1997,19,CSCO,Cisco Systems,56040000000.0,56.04B,https://www.finhacker.cz/en/stocks/cisco-systems-market-cap/
1997-12-31,1997,20,PEP,PepsiCo,54450000000.0,54.45B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
1998-12-31,1998,1,MSFT,Microsoft,348110000000.0,348.11B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
1998-12-31,1998,2,GE,General Electric,199820000000.0,199.82B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
1998-12-31,1998,3,INTC,Intel,196520000000.0,196.52B,https://www.finhacker.cz/en/stocks/intel-market-cap/
1998-12-31,1998,4,WMT,Walmart,181060000000.0,181.06B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
1998-12-31,1998,5,XOM,Exxon Mobil,177550000000.0,177.55B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
1998-12-31,1998,6,KO,Coca-Cola,165190000000.0,165.19B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
1998-12-31,1998,7,IBM,IBM,161320000000.0,161.32B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
1998-12-31,1998,8,MRK,Merck,156560000000.0,156.56B,https://www.finhacker.cz/en/stocks/merck-market-cap/
1998-12-31,1998,9,PFE,Pfizer,153290000000.0,153.29B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
1998-12-31,1998,10,CSCO,Cisco Systems,145990000000.0,145.99B,https://www.finhacker.cz/en/stocks/cisco-systems-market-cap/
1998-12-31,1998,11,BMY,Bristol-Myers Squibb,126660000000.0,126.66B,https://www.finhacker.cz/en/stocks/bristol-myers-squibb-market-cap/
